nome_wiki,dob_wiki,nacionalidade_wiki,nivel_match,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,dob_iso,dob_date,name_norm
Denzel Dumfries,1996-04-18,Países Baixos,1,37052843,,Denzel Dumfries,18/4/1996 (26 years old),NED,Italian Serie A,Inter,Italy (Serie A),Right,Very Strong,Reasonable,D/WB/M (R),189 cm,80 kg,26,€55M - €68M,"€268,000 p/m",220,23,Main,34,11,Physical,-,Winger,Support,M (R),17,1,14,14,13,14,13,2,1,12,11,11,13,12,16,13,1,12,12,11,5,3,16,15,2,9,11,11,10,15,17,3,18,13,11,11,2,2,1,15,15,14,12,12,3,11,14,1996-04-18,1996-04-18,denzel dumfries
Andries Noppert,1994-04-07,Países Baixos,1,37045758,,Andries Noppert,7/4/1994 (28 years old),NED,Eredivisie,sc Heerenveen,Holland (Eredivisie),Left Only,Weak,Very Strong,GK,203 cm,87 kg,28,€170K - €7.8M,"€7,500 p/m",32,-,,0,-,Assertive,-,Sweeper Keeper,Support,GK,7,18,12,11,10,14,15,14,11,12,13,3,2,12,14,1,11,1,6,15,1,13,5,20,11,13,3,2,3,15,8,13,7,9,3,13,14,14,14,12,16,3,12,5,11,7,14,1994-04-07,1994-04-07,andries noppert
Kenneth Taylor,2002-05-16,Países Baixos,1,37073317,,Kenneth Taylor,16/5/2002 (20 years old),NED,Eredivisie,Ajax,Holland (Eredivisie),Either,Very Strong,Very Strong,"DM, M/AM (C)",182 cm,66 kg,20,€23M - €27M,"€108,000 p/m",77,15,Main,0,8,Intelligent,-,Central Midfielder,Attack,M (C),11,3,8,12,14,12,11,3,2,12,14,12,7,14,17,11,2,12,14,12,15,1,9,11,3,12,12,8,11,12,16,2,11,14,12,12,1,1,2,14,9,8,15,14,3,14,13,2002-05-16,2002-05-16,kenneth taylor
Xavi Simons,2003-04-21,Países Baixos,1,67288555,,Xavi Simons,21/4/2003 (19 years old),NED,Eredivisie,PSV,Holland (Eredivisie),Right,Very Strong,Fairly Strong,M/AM (C),172 cm,67 kg,19,€24M - €29M,"€130,000 p/m",7,-,U23,0,-,Leader,-,Advanced Playmaker,Support,M (C),14,2,15,15,12,12,13,3,3,13,12,8,10,12,16,14,2,11,16,15,8,1,6,6,4,9,10,5,8,15,13,3,13,13,8,9,2,1,1,12,10,9,14,15,2,14,13,2003-04-21,2003-04-21,xavi simons
Jeremie Frimpong,2000-12-10,Países Baixos,1,28113828,,Jeremie Frimpong,10/12/2000 (21 years old),NED,Bundesliga,Bayer 04,Germany (Bundesliga),Right Only,Very Strong,Weak,"D/WB (RL), M (R)",171 cm,64 kg,21,€54M - €80M,"€125,000 p/m",71,4,U23,0,4,Physical,-,Winger,Support,M (R),18,1,13,15,12,11,14,2,2,11,11,11,11,11,14,15,1,10,11,13,10,2,6,6,3,8,9,6,11,14,14,2,18,11,8,10,3,1,2,14,11,12,13,14,3,12,14,2000-12-10,2000-12-10,jeremie frimpong
Saad Al Sheeb,1990-02-19,Catar,1,23046614,,Saad Al-Sheeb,19/2/1990 (32 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right Only,Very Strong,Weak,GK,185 cm,80 kg,32,€130K - €7M,"€149,000 p/m",192,1,Main,80,-,Distributor,-,Goalkeeper,Defend,GK,10,14,7,10,10,14,11,11,11,12,11,9,8,14,15,7,8,7,8,12,8,13,12,14,13,12,11,11,7,13,13,11,14,9,8,12,12,13,10,14,12,7,15,10,11,15,14,1990-02-19,1990-02-19,saad alsheeb
Abdelkarim Hassan,1993-08-28,Catar,1,23155758,,Abdelkarim Hassan,28/8/1993 (28 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Left Only,Weak,Very Strong,D/WB (L),186 cm,79 kg,28,€40K - €6.8M,"€167,000 p/m",215,30,Main,122,-,Physical,-,Wing-Back,Defend,D (L),14,3,15,12,11,14,11,3,2,12,12,11,11,10,15,12,1,9,8,9,16,2,9,12,3,10,15,8,12,13,8,3,14,11,9,12,2,2,3,15,15,11,10,12,1,9,14,1993-08-28,1993-08-28,abdelkarim hassan
Mohammed Waad,1999-09-18,Catar,1,2000041825,,Mohammed Waad,18/9/1999 (22 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right,Very Strong,Reasonable,AM (C),179 cm,68 kg,22,€4.8M - €8.8M,"€39,500 p/m",52,2,Main,18,-,Physical,-,Attacking Midfielder,Support,AM (C),12,3,10,12,10,12,8,3,1,10,9,12,11,10,12,9,2,10,12,12,10,2,10,10,2,11,10,12,11,14,10,2,13,14,12,9,1,1,1,10,12,11,9,14,1,10,12,1999-09-18,1999-09-18,mohammed waad
Tarek Salman,1997-12-05,Catar,1,67245193,,Tarek Salman,5/12/1997 (24 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right,Very Strong,Reasonable,D (C),182 cm,80 kg,24,€650K - €1.4M,"€54,000 p/m",67,1,Main,54,-,Leader,-,Central Defender,Defend,D (C),9,1,11,12,15,9,15,4,2,13,9,4,7,11,14,10,1,10,12,5,12,1,13,10,3,11,6,7,13,11,9,2,13,9,5,11,2,2,2,14,14,10,11,10,3,8,19,1997-12-05,1997-12-05,tarek salman
Abdulaziz Hatem,1990-10-28,Catar,1,23117278,,Abdulaziz Hatem,28/10/1990 (31 years old),QAT,Qatar Stars League,Al-Rayyan,Qatar (Stars League),Left,Reasonable,Very Strong,"DM, M (C)",182 cm,70 kg,31,Not for Sale,"€125,000 p/m",268,31,Main,96,-,Technical,-,Central Midfielder,Support,M (C),14,1,12,12,11,12,12,3,3,12,12,12,10,14,4,11,4,14,13,8,13,2,10,11,1,11,14,14,11,12,11,1,11,13,11,12,1,1,1,12,12,11,14,10,1,11,14,1990-10-28,1990-10-28,abdulaziz hatem
Ahmed Alaaeldin,1993-01-31,Catar,1,23155788,,Ahmed Alaaeldin,31/1/1993 (29 years old),QAT,Qatar Stars League,Al-Gharafa,Qatar (Stars League),Right,Very Strong,Reasonable,"AM (R), ST (C)",178 cm,73 kg,29,€1.1M - €9.8M,"€79,500 p/m",154,32,Main,45,-,Technical,-,Winger,Attack,AM (R),10,2,12,12,12,11,13,2,2,14,11,12,11,12,10,11,4,12,12,12,12,3,10,8,2,14,11,11,13,14,13,3,12,13,12,13,2,2,2,10,10,12,8,12,1,12,12,1993-01-31,1993-01-31,ahmed alaaeldin
Ali Assadalla,1993-01-19,Catar,3,2000045314,,Omar Ali,10/10/1992 (29 years old),QAT,Qatar Stars League,Al-Wakrah,Qatar (Stars League),Left,Reasonable,Very Strong,M/AM (RL),175 cm,70 kg,29,€500K - €4.9M,"€38,000 p/m",53,6,,0,-,Physical,-,Winger,Support,AM (L),15,2,15,15,10,10,5,3,1,11,10,7,11,9,12,12,1,7,9,7,9,3,9,8,1,9,8,4,7,15,12,3,15,9,5,8,3,2,1,10,10,8,10,9,2,9,7,1992-10-10,1992-10-10,omar ali
Mohammed Muntari,1993-12-20,Catar,1,23245775,,Mohammed Muntari,20/12/1993 (28 years old),QAT,Qatar Stars League,Al-Duhail,Qatar (Stars League),Right,Very Strong,Reasonable,ST (C),194 cm,86 kg,28,€275K - €2.8M,"€95,000 p/m",130,46,,45,-,Intelligent,-,Poacher,Attack,ST (C),12,2,9,12,14,12,9,2,2,14,8,12,12,14,9,10,2,14,11,6,8,3,11,12,2,11,12,12,11,12,10,1,11,10,8,9,1,3,3,11,10,8,8,13,1,11,11,1993-12-20,1993-12-20,mohammed muntari
Hassan Al-Haydos,1990-12-11,Catar,1,23046562,,Hasan Al-Haydos,11/12/1990 (31 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right,Very Strong,Weak,"M/AM (R), ST (C)",170 cm,65 kg,31,€6.2M - €9.2M,"€167,000 p/m",297,99,Main,160,-,Leader,-,Defensive Winger,Support,M (R),13,4,12,13,11,11,12,1,1,12,11,9,11,11,15,10,2,11,10,9,12,4,7,10,2,15,11,11,6,13,11,2,13,11,9,5,3,2,4,15,9,6,14,13,2,8,15,1990-12-11,1990-12-11,hasan alhaydos
Akram Afif,1996-11-18,Catar,1,18091019,,Akram Afif,18/11/1996 (25 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right,Very Strong,Reasonable,"M (L), AM (RLC), ST (C)",177 cm,70 kg,25,€17.5M - €22M,"€302,000 p/m",132,73,Main,83,-,Creative,-,Inverted Winger,Attack,AM (L),16,2,8,15,12,11,14,3,2,11,11,11,14,10,16,13,3,14,15,15,8,1,3,10,2,7,12,5,4,14,13,1,14,13,12,5,2,3,1,13,8,2,8,15,3,14,10,1996-11-18,1996-11-18,akram afif
Karim Boudiaf,1990-09-16,Catar,1,85027981,,Karim Boudiaf,16/9/1990 (31 years old),QAT,Qatar Stars League,Al-Duhail,Qatar (Stars League),Right Only,Very Strong,Weak,"D (C), DM, M (C)",187 cm,88 kg,31,€8M - €9.4M,"€165,000 p/m",234,16,Main,108,-,Physical,-,Ball Winning Midfielder,Defend,DM,13,3,14,13,15,12,14,3,1,14,12,12,11,12,13,13,2,8,9,11,12,4,13,15,1,8,13,5,12,13,13,3,14,12,8,13,2,2,1,16,12,13,15,9,3,13,13,1990-09-16,1990-09-16,karim boudiaf
Homam Ahmed,1999-08-25,Catar,1,23439033,,Homam Ahmed,25/8/1999 (22 years old),QAT,Qatar Stars League,Al-Gharafa,Qatar (Stars League),Left Only,Weak,Very Strong,D/WB (L),186 cm,71 kg,22,€9M - €10.5M,"€60,000 p/m",61,5,Main,25,-,Physical,-,Wing-Back,Defend,D (L),14,2,10,12,10,11,10,1,1,11,11,12,8,12,12,11,1,11,11,11,9,2,10,12,1,14,11,11,10,14,11,2,13,11,12,11,4,3,3,12,10,10,11,11,3,10,12,1999-08-25,1999-08-25,homam ahmed
Bassam Al-Rawi,1997-12-16,Catar,1,23442016,,Bassam Al-Rawi,16/12/1997 (24 years old),QAT,Qatar Stars League,Al-Duhail,Qatar (Stars League),Right,Very Strong,Weak,"D (RC), WB (R), DM, M (C)",175 cm,73 kg,24,€220K - €7.8M,"€122,000 p/m",76,3,Main,51,-,Technical,-,No-Nonsense Full-Back,Defend,D (R),14,2,12,11,15,10,15,2,1,14,11,8,10,10,15,10,1,12,13,11,14,3,13,12,4,11,7,9,14,14,9,3,13,12,10,10,3,2,3,13,12,13,11,11,3,11,10,1997-12-16,1997-12-16,bassam alrawi
Boualem Khoukhi,1990-09-07,Catar,3,12038077,,Boualem Khoukhi,9/7/1990 (31 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right Only,Very Strong,Very Weak,"D (C), DM",183 cm,76 kg,31,€3.4M - €6.6M,"€167,000 p/m",237,42,Main,99,-,Physical,-,Defensive Midfielder,Support,DM,12,2,12,12,12,13,11,1,1,12,13,9,5,12,3,9,3,10,11,8,11,1,14,15,1,11,13,6,12,12,12,1,11,11,10,13,3,2,1,13,13,13,15,13,2,10,13,1990-07-09,1990-07-09,boualem khoukhi
Khalid Muneer,1998-02-24,Catar,3,23117383,,Khalid Muftah,2/7/1992 (29 years old),QAT,Qatar Stars League,Al-Rayyan,Qatar (Stars League),Left,Reasonable,Very Strong,D/WB (L),170 cm,65 kg,29,€65K - €650K,"€49,500 p/m",205,15,,46,-,Physical,-,Wing-Back,Defend,D (L),15,1,11,12,11,10,11,3,4,6,10,6,7,12,4,7,1,6,9,5,2,3,9,5,1,5,7,9,11,14,7,1,13,11,8,8,3,1,2,15,4,11,10,11,2,7,12,1992-07-02,1992-07-02,khalid muftah
Almoez Ali,1996-08-19,Catar,1,16183022,,Almoez Ali,19/8/1996 (25 years old),QAT,Qatar Stars League,Al-Duhail,Qatar (Stars League),Right,Very Strong,Fairly Strong,"AM (LC), ST (C)",180 cm,68 kg,25,€10.5M - €15.5M,"€347,000 p/m",143,49,Main,82,-,Physical,-,Inside Forward,Attack,AM (L),14,1,8,14,14,12,13,2,2,10,11,8,7,11,15,15,1,16,13,17,6,2,15,11,3,8,12,4,5,14,14,1,14,11,11,12,3,3,2,15,11,6,10,13,1,9,12,1996-08-19,1996-08-19,almoez ali
Salem Al-Hajri,1996-04-10,Catar,1,23359985,,Salem Al-Hajri,10/4/1996 (26 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right,Very Strong,Reasonable,"D (C), DM",183 cm,75 kg,26,€450K - €1.3M,"€39,500 p/m",90,1,,23,-,Technical,-,Central Defender,Cover,D (C),14,1,10,11,9,9,9,3,2,10,11,4,8,14,13,5,3,2,12,7,8,3,14,8,2,12,4,2,9,12,8,1,14,12,5,9,3,1,2,8,7,14,8,10,3,7,10,1996-04-10,1996-04-10,salem alhajri
Yousef Hassan,1996-05-24,Catar,1,23359977,,Yousef Hassan,24/5/1996 (26 years old),QAT,Qatar Stars League,Al-Gharafa,Qatar (Stars League),Right,Very Strong,Reasonable,GK,181 cm,75 kg,26,€4M - €7.6M,"€79,500 p/m",97,-,Main,9,-,Shot Stopper,-,Sweeper Keeper,Attack,GK,12,11,9,12,11,11,12,12,11,11,11,9,8,13,14,7,12,7,13,12,9,11,12,11,10,11,11,11,8,12,10,9,9,7,8,14,10,12,12,9,8,9,12,10,12,12,12,1996-05-24,1996-05-24,yousef hassan
Meshaal Barsham,1998-02-14,Catar,1,23458634,,Meshaal Barsham,14/2/1998 (24 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right,Very Strong,Weak,GK,183 cm,76 kg,24,€275K - €2.7M,"€64,000 p/m",50,-,Main,14,-,Distributor,-,Sweeper Keeper,Support,GK,8,12,6,9,12,12,15,12,12,9,11,7,9,13,14,8,10,8,10,8,10,10,12,12,14,8,14,14,7,13,7,11,12,10,6,9,6,13,12,12,8,5,11,10,13,11,13,1998-02-14,1998-02-14,meshaal barsham
Assim Madibo,1996-10-22,Catar,1,16170436,,Assim Omer Madibo,22/10/1996 (25 years old),QAT,Qatar Stars League,Al-Duhail,Qatar (Stars League),Right Only,Very Strong,Weak,"D/WB (R), DM, M (C)",168 cm,70 kg,25,€9.4M - €14M,"€134,000 p/m",76,-,Main,43,-,Physical,-,Ball Winning Midfielder,Defend,M (C),14,3,13,12,11,11,13,2,1,14,13,14,14,14,15,10,1,12,11,9,12,2,10,5,1,9,11,14,12,12,10,1,14,11,12,9,4,3,3,14,15,12,11,11,1,13,13,1996-10-22,1996-10-22,assim omer madibo
Mostafa Tarek,2001-03-28,Catar,3,67245193,,Tarek Salman,5/12/1997 (24 years old),QAT,Qatar Stars League,Al-Sadd,Qatar (Stars League),Right,Very Strong,Reasonable,D (C),182 cm,80 kg,24,€650K - €1.4M,"€54,000 p/m",67,1,Main,54,-,Leader,-,Central Defender,Defend,D (C),9,1,11,12,15,9,15,4,2,13,9,4,7,11,14,10,1,10,12,5,12,1,13,10,3,11,6,7,13,11,9,2,13,9,5,11,2,2,2,14,14,10,11,10,3,8,19,1997-12-05,1997-12-05,tarek salman
Seny Dieng,1994-11-23,Senegal,1,98029123,,Seny Dieng,23/11/1994 (27 years old),SEN,Sky Bet Championship,QPR,England (Sky Bet Championship),Right,Very Strong,Reasonable,GK,193 cm,90 kg,27,€300K - €3.1M,"€25,000 p/m",194,1,,3,-,Assertive,-,Sweeper Keeper,Support,GK,10,13,8,13,13,12,11,16,11,13,11,6,3,11,15,1,12,3,11,3,9,13,2,13,14,12,1,1,3,14,1,13,10,11,5,11,13,14,14,9,12,1,12,9,12,10,11,1994-11-23,1994-11-23,seny dieng
Formose Mendy,2001-01-02,Senegal,1,12079011,,Formose Mendy,2/1/2001 (21 years old),SEN,Ligue 2 BKT,Amiens SC,France (Ligue 2 BKT),Right,Very Strong,Weak,D (RC),191 cm,76 kg,21,€250K - €2.5M,"€12,250 p/m",43,1,,0,-,Physical,-,Central Defender,Defend,D (C),14,1,11,13,8,12,14,2,3,12,11,8,9,8,8,11,1,8,12,5,8,2,13,15,1,8,6,10,11,13,7,1,14,11,8,11,3,3,2,13,12,12,10,12,1,5,12,2001-01-02,2001-01-02,formose mendy
Kalidou Koulibaly,1991-06-20,Senegal,1,85051083,,Kalidou Koulibaly,20/6/1991 (31 years old),SEN,English Premier Division,Chelsea,England (Premier Division),Right,Very Strong,Reasonable,D (C),187 cm,89 kg,31,Not for Sale,"€1,508,000 p/m",341,17,Main,61,-,Physical,-,Central Defender,Defend,D (C),12,3,15,14,14,15,18,2,3,10,8,4,6,13,11,10,1,10,12,8,4,2,16,15,4,13,6,6,18,13,10,3,17,13,6,16,3,3,2,15,19,17,16,11,3,10,16,1991-06-20,1991-06-20,kalidou koulibaly
Pape Abou Cissé,1995-09-14,Senegal,1,48031394,,Pape Cissé,14/9/1995 (26 years old),SEN,Greek Super League 1,Olympiacos,Greece (Super League 1),Either,Very Strong,Strong,D (C),197 cm,90 kg,26,€850K - €10M,"€61,500 p/m",171,11,,12,-,Physical,-,No-Nonsense Centre-Back,Defend,D (C),13,3,17,11,12,13,15,3,1,10,8,3,8,9,17,9,4,7,10,9,4,1,14,17,2,10,8,7,13,14,9,1,14,12,6,13,2,2,1,14,17,14,12,11,3,11,12,1995-09-14,1995-09-14,pape cisse
Idrissa Gueye,1989-09-26,Senegal,1,85032335,,Idrissa Gueye,26/9/1989 (32 years old),SEN,English Premier Division,Everton,England (Premier Division),Right,Very Strong,Reasonable,"DM, M (C)",174 cm,66 kg,32,Not for Sale,"€653,000 p/m",342,14,Main,88,-,Leader,-,Ball Winning Midfielder,Defend,DM,14,3,14,14,17,12,16,4,1,13,16,8,9,13,16,10,3,6,13,8,7,3,11,8,2,12,13,9,14,15,9,4,13,12,8,14,1,2,3,16,13,18,17,13,2,13,18,1989-09-26,1989-09-26,idrissa gueye
Nampalys Mendy,1992-06-23,Senegal,1,85010871,Wnt,Nampalys Mendy,23/6/1992 (30 years old),SEN,English Premier Division,Leicester,England (Premier Division),Right,Very Strong,Weak,"DM, M (C)",167 cm,73 kg,30,€17M - €21M,"€251,000 p/m",277,1,Main,17,-,Technical,Torn ankle ligaments,Ball Winning Midfielder,Defend,DM,13,2,13,14,15,14,14,2,1,15,13,8,11,15,13,12,2,8,14,8,7,1,8,5,2,7,7,6,13,15,8,2,12,14,11,14,1,1,3,17,12,15,16,13,2,12,16,1992-06-23,1992-06-23,nampalys mendy
Nicolas Jackson,2001-06-20,Senegal,1,12087972,,Nicolas Jackson,20/6/2001 (21 years old),SEN,Spanish First Division,Villarreal,Spain (First Division),Right Only,Very Strong,Weak,"AM (RLC), ST (C)",186 cm,78 kg,21,€15.5M - €22M,"€66,000 p/m",49,6,,0,-,Physical,-,Winger,Support,AM (R),16,1,10,13,10,8,12,2,3,13,11,8,9,10,12,15,1,14,12,12,8,4,13,12,4,7,10,6,8,10,9,1,16,11,13,11,4,3,3,14,12,9,9,15,1,12,12,2001-06-20,2001-06-20,nicolas jackson
Cheikhou Kouyaté,1989-12-21,Senegal,1,18022052,,Cheikhou Kouyaté,21/12/1989 (32 years old),SEN,English Premier Division,Nottm Forest,England (Premier Division),Right Only,Very Strong,Weak,"D (C), DM, M (C)",192 cm,83 kg,32,Not for Sale,"€201,000 p/m",448,20,Main,77,-,Leader,-,Ball Winning Midfielder,Defend,DM,13,2,16,13,13,13,15,3,2,13,12,4,8,12,14,10,1,7,12,10,5,4,14,16,1,12,7,10,14,15,9,2,12,12,10,14,1,1,1,14,15,15,13,12,2,10,16,1989-12-21,1989-12-21,cheikhou kouyate
Boulaye Dia,1996-11-16,Senegal,1,50065334,,Boulaye Dia,16/11/1996 (25 years old),SEN,Italian Serie A,Salernitana,Italy (Serie A),Left Only,Weak,Very Strong,"AM (R), ST (C)",180 cm,75 kg,25,€8M - €12M,"€86,500 p/m",124,44,Main,17,-,Physical,-,Inverted Winger,Support,AM (R),17,3,8,14,13,14,13,1,1,12,12,8,11,11,14,14,3,14,12,13,8,3,13,13,2,10,11,6,5,14,14,2,17,12,13,9,1,1,4,15,14,6,12,13,4,10,13,1996-11-16,1996-11-16,boulaye dia
Moussa N'Diaye,2002-06-18,Senegal,1,12083698,,Moussa N'Diaye,18/6/2002 (20 years old),SEN,Jupiler Pro League,RSC Anderlecht,Belgium (Jupiler Pro League),Left,Weak,Very Strong,D (LC),181 cm,66 kg,20,€400K - €4M,"€26,000 p/m",11,-,,0,-,Physical,-,Wing-Back,Defend,D (L),13,1,15,14,12,11,11,2,1,11,12,6,10,11,4,10,1,7,11,10,6,1,12,12,3,6,7,11,12,15,10,1,14,13,6,11,3,3,2,12,12,13,12,11,2,9,12,2002-06-18,2002-06-18,moussa ndiaye
Pathé Ciss,1994-03-16,Senegal,1,13181623,,Pathé Ciss,16/3/1994 (28 years old),SEN,Spanish First Division,Vallecano,Spain (First Division),Right,Very Strong,Weak,"DM, M (C)",183 cm,71 kg,28,€475K - €4.3M,"€46,500 p/m",170,22,,0,-,Physical,-,Ball Winning Midfielder,Defend,M (C),14,2,12,11,15,13,12,1,1,12,13,7,7,13,10,9,1,7,12,6,7,3,13,14,3,11,9,11,13,15,7,2,14,13,8,15,1,2,1,16,16,15,14,11,2,11,14,1994-03-16,1994-03-16,pathe ciss
Fodé Ballo-Touré,1997-01-03,Senegal,1,85140284,,Fodé Ballo-Touré,3/1/1997 (25 years old),SEN,Italian Serie A,Milan,Italy (Serie A),Left Only,Weak,Very Strong,D/WB/M (L),182 cm,70 kg,25,€325K - €3.3M,"€107,000 p/m",118,-,Main,13,-,Physical,-,Wing-Back,Support,D (L),15,1,14,14,12,13,14,2,1,10,12,8,13,11,12,12,1,4,10,8,5,2,10,11,1,8,7,14,11,15,14,1,16,12,6,10,1,1,3,16,13,13,14,10,3,10,13,1997-01-03,1997-01-03,fode ballotoure
Iliman Ndiaye,2000-03-06,Senegal,1,89063107,,Iliman N'Diaye,6/3/2000 (22 years old),SEN,Sky Bet Championship,Sheff Utd,England (Sky Bet Championship),Right,Very Strong,Fairly Strong,"AM (RLC), ST (C)",175 cm,69 kg,22,€9.6M - €12M,"€20,000 p/m",37,8,,1,-,Creative,-,Inverted Winger,Attack,AM (L),14,2,6,15,11,13,11,1,1,12,10,8,10,12,9,14,2,13,14,15,10,2,12,8,2,10,12,6,5,12,14,3,14,12,10,8,2,4,1,11,7,7,10,13,3,11,12,2000-03-06,2000-03-06,iliman ndiaye
Ismail Jakobs,1999-08-17,Senegal,1,91184349,Wnt,Ismail Jakobs,17/8/1999 (22 years old),SEN,Ligue 1 Uber Eats,AS Monaco,France (Ligue 1 Uber Eats),Left,Fairly Strong,Very Strong,D/WB/M/AM (L),184 cm,75 kg,22,€4.9M - €9M,"€70,500 p/m",99,6,,0,-,Physical,-,Full-Back,Attack,D (L),15,1,16,11,12,12,14,1,3,9,9,8,9,9,14,11,1,10,9,10,9,2,8,10,3,6,10,9,9,12,11,3,18,9,9,10,1,1,1,15,10,11,13,11,1,9,18,1999-08-17,1999-08-17,ismail jakobs
Krépin Diatta,1999-02-25,Senegal,1,13191636,,Krépin Diatta,25/2/1999 (23 years old),SEN,Ligue 1 Uber Eats,AS Monaco,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,"WB/M (R), AM (RLC)",175 cm,68 kg,23,€5.8M - €8.2M,"€180,000 p/m",114,23,Main,24,3,Technical,-,Inverted Winger,Support,AM (L),14,1,7,14,13,10,15,3,2,14,13,5,10,12,12,14,3,10,14,13,8,3,8,8,4,9,11,3,11,10,10,3,14,13,9,8,2,2,2,9,10,10,11,14,3,13,13,1999-02-25,1999-02-25,krepin diatta
Édouard Mendy,1992-03-01,Senegal,1,85121966,,Édouard Mendy,1/3/1992 (30 years old),SEN,English Premier Division,Chelsea,England (Premier Division),Right,Very Strong,Reasonable,GK,194 cm,89 kg,30,€186M - €223M,"€251,000 p/m",203,-,Main,25,-,Shot Stopper,-,Sweeper Keeper,Support,GK,12,18,10,15,14,14,12,16,13,13,16,4,1,16,12,3,14,2,11,8,7,16,8,17,13,10,2,1,2,15,3,14,11,14,4,16,8,16,12,14,15,3,13,11,12,8,10,1992-03-01,1992-03-01,edouard mendy
Pape Matar Sarr,2002-09-14,Senegal,1,12080051,Loa,Pape Matar Sarr,14/9/2002 (19 years old),SEN,English Premier Division,Tottenham,England (Premier Division),Right,Very Strong,Reasonable,M (C),184 cm,70 kg,19,€20M - €25M,"€60,500 p/m",66,5,,8,-,Physical,-,Deep Lying Playmaker,Defend,M (C),11,3,11,14,13,13,12,3,3,13,11,7,7,11,5,12,2,9,13,13,8,3,12,12,3,10,13,8,10,14,11,1,9,12,9,14,2,2,2,12,12,13,12,12,2,13,12,2002-09-14,2002-09-14,pape matar sarr
Ismaïla Sarr,1998-02-25,Senegal,1,48042766,Wnt,Ismaïla Sarr,25/2/1998 (24 years old),SEN,Sky Bet Championship,Watford,England (Sky Bet Championship),Right,Very Strong,Weak,"AM (RL), ST (C)",185 cm,76 kg,24,€32M,"€194,000 p/m",179,41,Main,46,3,Physical,-,Winger,Support,AM (R),15,1,11,14,12,15,14,2,3,13,11,10,12,12,14,15,2,14,12,14,10,1,8,11,1,6,15,6,6,15,14,1,18,12,14,7,3,1,2,14,13,7,10,13,3,11,13,1998-02-25,1998-02-25,ismaila sarr
Famara Diédhiou,1992-12-15,Senegal,1,85117426,,Famara Diédhiou,15/12/1992 (29 years old),SEN,Turkish Super League,Alanyaspor,Turkey (Super League),Right,Very Strong,Weak,ST (C),192 cm,80 kg,29,€325K - €3.3M,"€65,000 p/m",348,117,,24,-,Physical,-,Target Forward,Support,ST (C),13,3,13,13,12,15,13,3,1,12,10,5,7,12,11,11,3,14,11,11,7,1,14,15,4,8,12,5,5,15,13,1,13,9,15,7,1,2,2,14,16,6,12,12,3,9,12,1992-12-15,1992-12-15,famara diedhiou
Bamba Dieng,2000-03-23,Senegal,1,12092876,,Bamba Dieng,23/3/2000 (22 years old),SEN,Ligue 1 Uber Eats,OM,France (Ligue 1 Uber Eats),Right,Very Strong,Weak,ST (C),178 cm,72 kg,22,€1.3M - €9.4M,"€34,000 p/m",43,19,,11,5,Physical,-,Advanced Forward,Attack,ST (C),16,4,8,13,13,12,13,1,2,14,11,5,8,11,13,12,2,14,12,14,6,2,11,9,1,10,10,1,6,14,14,3,15,10,8,8,3,1,1,13,11,8,13,13,3,10,12,2000-03-23,2000-03-23,bamba dieng
Youssouf Sabaly,1993-03-05,Senegal,1,85057304,,Youssouf Sabaly,5/3/1993 (29 years old),SEN,Spanish First Division,Real Hispalis,Spain (First Division),Right,Very Strong,Reasonable,D/WB (R),174 cm,68 kg,29,€350K - €7M,"€89,500 p/m",235,3,Main,24,-,Physical,-,Wing-Back,Support,D (R),14,4,14,13,14,15,12,3,2,13,14,8,14,13,15,12,2,7,12,12,7,2,10,10,1,10,10,12,13,16,16,3,14,12,10,10,2,3,1,15,15,14,14,12,1,10,16,1993-03-05,1993-03-05,youssouf sabaly
